Team,Pos.,Name,Captain,Status,Age,Caps,Goals,Club,Latest call-up,,Pos.,Player,Name,Captain,Status,Date of birth (age),Age,Caps,Goals,Club,Latest call-up
Brazil,DF,Wesley,,,22,6,0,Roma,"v.  Croatia, 31 March 2025 INJ",Brazil,DF,Wesley,Wesley,,,6 September 2003 (age 22),22,6,0,Roma,"v.  Croatia, 31 March 2025 INJ"
Brazil,DF,Alex Sandro,,,35,43,2,Flamengo,"v.  France, 26 March 2026 INJ",Brazil,DF,Alex Sandro,Alex Sandro,,,26 January 1991 (age 35),35,43,2,Flamengo,"v.  France, 26 March 2026 INJ"
Brazil,DF,Gabriel Magalhães,,,28,17,1,Arsenal,"v.  France, 26 March 2026 INJ",Brazil,DF,Gabriel Magalhães,Gabriel Magalhães,,,19 December 1997 (age 28),28,17,1,Arsenal,"v.  France, 26 March 2026 INJ"
Brazil,DF,Éder Militão,,,28,38,2,Real Madrid,"v.  Tunisia, 18 November 2025",Brazil,DF,Éder Militão,Éder Militão,,,18 January 1998 (age 28),28,38,2,Real Madrid,"v.  Tunisia, 18 November 2025"
Brazil,DF,Fabrício Bruno,,,30,6,0,Cruzeiro,"v.  Tunisia, 18 November 2025",Brazil,DF,Fabrício Bruno,Fabrício Bruno,,,12 February 1996 (age 30),30,6,0,Cruzeiro,"v.  Tunisia, 18 November 2025"
Brazil,DF,Caio Henrique,,,28,5,0,Monaco[b],"v.  Tunisia, 18 November 2025",Brazil,DF,Caio Henrique,Caio Henrique,,,31 July 1997 (age 28),28,5,0,Monaco[b],"v.  Tunisia, 18 November 2025"
Brazil,DF,Paulo Henrique,,,29,2,1,Vasco da Gama,"v.  Tunisia, 18 November 2025",Brazil,DF,Paulo Henrique,Paulo Henrique,,,25 July 1996 (age 29),29,2,1,Vasco da Gama,"v.  Tunisia, 18 November 2025"
Brazil,DF,Luciano Juba,,,26,0,0,Bahia,"v.  Tunisia, 18 November 2025",Brazil,DF,Luciano Juba,Luciano Juba,,,29 August 1999 (age 26),26,0,0,Bahia,"v.  Tunisia, 18 November 2025"
Brazil,DF,Lucas Beraldo,,,22,5,0,Paris Saint-Germain,"v.  Japan, 14 October 2025",Brazil,DF,Lucas Beraldo,Lucas Beraldo,,,24 November 2003 (age 22),22,5,0,Paris Saint-Germain,"v.  Japan, 14 October 2025"
Brazil,DF,Carlos Augusto,,,27,4,0,Inter Milan,"v.  Japan, 14 October 2025",Brazil,DF,Carlos Augusto,Carlos Augusto,,,7 January 1999 (age 27),27,4,0,Inter Milan,"v.  Japan, 14 October 2025"
Brazil,DF,Vitinho,,,26,2,0,Botafogo,"v.  Japan, 14 October 2025",Brazil,DF,Vitinho,Vitinho,,,23 July 1999 (age 26),26,2,0,Botafogo,"v.  Japan, 14 October 2025"
Brazil,DF,Vanderson,,,24,7,0,Monaco[b],"v.  South Korea, 10 October 2025 INJ",Brazil,DF,Vanderson,Vanderson,,,21 June 2001 (age 24),24,7,0,Monaco[b],"v.  South Korea, 10 October 2025 INJ"
Brazil,DF,Alexsandro,,,26,3,0,Lille,"v.  Bolivia, 9 September 2025",Brazil,DF,Alexsandro,Alexsandro,,,9 August 1999 (age 26),26,3,0,Lille,"v.  Bolivia, 9 September 2025"
Brazil,DF,Léo Ortiz,,,30,2,0,Flamengo,"v.  Paraguay, 10 June 2025",Brazil,DF,Léo Ortiz,Léo Ortiz,,,3 January 1996 (age 30),30,2,0,Flamengo,"v.  Paraguay, 10 June 2025"
Brazil,MF,Lucas Paquetá,,,28,61,12,Flamengo,"v.  Tunisia, 18 November 2025",Brazil,MF,Lucas Paquetá,Lucas Paquetá,,,27 August 1997 (age 28),28,61,12,Flamengo,"v.  Tunisia, 18 November 2025"
Brazil,MF,Bruno Guimarães,,,28,41,2,Newcastle United,"v.  Tunisia, 18 November 2025",Brazil,MF,Bruno Guimarães,Bruno Guimarães,,,16 November 1997 (age 28),28,41,2,Newcastle United,"v.  Tunisia, 18 November 2025"
Brazil,MF,André,,,24,13,0,Wolverhampton Wanderers,"v.  Japan, 14 October 2025",Brazil,MF,André,André,,,16 July 2001 (age 24),24,13,0,Wolverhampton Wanderers,"v.  Japan, 14 October 2025"
Brazil,MF,João Gomes,,,25,10,0,Wolverhampton Wanderers,"v.  Japan, 14 October 2025",Brazil,MF,João Gomes,João Gomes,,,12 February 2001 (age 25),25,10,0,Wolverhampton Wanderers,"v.  Japan, 14 October 2025"
Brazil,MF,Joelinton,,,29,8,1,Newcastle United,"v.  Japan, 14 October 2025",Brazil,MF,Joelinton,Joelinton,,,14 August 1996 (age 29),29,8,1,Newcastle United,"v.  Japan, 14 October 2025"
Brazil,MF,Andreas Pereira,,,30,10,2,Palmeiras,"v.  Bolivia, 9 September 2025",Brazil,MF,Andreas Pereira,Andreas Pereira,,,1 January 1996 (age 30),30,10,2,Palmeiras,"v.  Bolivia, 9 September 2025"
Brazil,MF,Jean Lucas,,,27,1,0,Bahia,"v.  Bolivia, 9 September 2025",Brazil,MF,Jean Lucas,Jean Lucas,,,22 June 1998 (age 27),27,1,0,Bahia,"v.  Bolivia, 9 September 2025"
Brazil,MF,Gerson,,,28,14,1,Cruzeiro,"v.  Paraguay, 10 June 2025",Brazil,MF,Gerson,Gerson,,,20 May 1997 (age 28),28,14,1,Cruzeiro,"v.  Paraguay, 10 June 2025"
Brazil,MF,Éderson,,,26,3,0,Atalanta,"v.  Paraguay, 10 June 2025",Brazil,MF,Éderson,Éderson,,,7 July 1999 (age 26),26,3,0,Atalanta,"v.  Paraguay, 10 June 2025"
Brazil,FW,Raphinha,,,29,37,11,Barcelona,"v.  Croatia, 31 March 2025 INJ",Brazil,FW,Raphinha,Raphinha,,,14 December 1996 (age 29),29,37,11,Barcelona,"v.  Croatia, 31 March 2025 INJ"
Brazil,FW,Richarlison,,,28,54,20,Tottenham Hotspur,"v.  Tunisia, 18 November 2025",Brazil,FW,Richarlison,Richarlison,,,10 May 1997 (age 28),28,54,20,Tottenham Hotspur,"v.  Tunisia, 18 November 2025"
Brazil,FW,Rodrygo,,,25,37,9,Real Madrid,"v.  Tunisia, 18 November 2025",Brazil,FW,Rodrygo,Rodrygo,,,9 January 2001 (age 25),25,37,9,Real Madrid,"v.  Tunisia, 18 November 2025"
Brazil,FW,Estêvão,,,19,11,5,Chelsea,"v.  Tunisia, 18 November 2025",Brazil,FW,Estêvão,Estêvão,,,24 April 2007 (age 19),19,11,5,Chelsea,"v.  Tunisia, 18 November 2025"
Brazil,FW,Vitor Roque,,,21,2,0,Palmeiras,"v.  Tunisia, 18 November 2025",Brazil,FW,Vitor Roque,Vitor Roque,,,28 February 2005 (age 21),21,2,0,Palmeiras,"v.  Tunisia, 18 November 2025"
Brazil,FW,Igor Jesus,,,25,5,1,Nottingham Forest,"v.  Japan, 14 October 2025",Brazil,FW,Igor Jesus,Igor Jesus,,,25 February 2001 (age 25),25,5,1,Nottingham Forest,"v.  Japan, 14 October 2025"
Brazil,FW,Samuel Lino,,,26,1,0,Flamengo,"v.  Bolivia, 9 September 2025",Brazil,FW,Samuel Lino,Samuel Lino,,,23 December 1999 (age 26),26,1,0,Flamengo,"v.  Bolivia, 9 September 2025"
Brazil,FW,Kaio Jorge,,,24,1,0,Cruzeiro,"v.  Bolivia, 9 September 2025 INJ",Brazil,FW,Kaio Jorge,Kaio Jorge,,,24 January 2002 (age 24),24,1,0,Cruzeiro,"v.  Bolivia, 9 September 2025 INJ"
Brazil,FW,Antony,,,26,16,2,Betis,"v.  Paraguay, 10 June 2025",Brazil,FW,Antony,Antony,,,24 February 2000 (age 26),26,16,2,Betis,"v.  Paraguay, 10 June 2025"
Morocco,GK,Munir Mohamedi,,,36,50,0,RS Berkane,2025 Africa Cup of Nations,Morocco,GK,Munir Mohamedi,Munir Mohamedi,,,10 May 1989 (age 36),36,50,0,RS Berkane,2025 Africa Cup of Nations
Morocco,GK,Salaheddine Chihab,,,33,1,0,MAS Fès,2025 FIFA Arab Cup,Morocco,GK,Salaheddine Chihab,Salaheddine Chihab,,,23 February 1993 (age 33),33,1,0,MAS Fès,2025 FIFA Arab Cup
Morocco,GK,Rachid Ghanimi,,,25,0,0,FUS Rabat,2025 FIFA Arab Cup,Morocco,GK,Rachid Ghanimi,Rachid Ghanimi,,,25 April 2001 (age 25),25,0,0,FUS Rabat,2025 FIFA Arab Cup
Morocco,DF,Romain Saïss,,RET,36,86,3,Al-Sadd,2025 Africa Cup of Nations,Morocco,DF,Romain Saïss RET,Romain Saïss,,RET,26 March 1990 (age 36),36,86,3,Al-Sadd,2025 Africa Cup of Nations
Morocco,DF,Nayef Aguerd,,,30,64,2,Marseille,2025 Africa Cup of Nations,Morocco,DF,Nayef Aguerd,Nayef Aguerd,,,30 March 1996 (age 30),30,64,2,Marseille,2025 Africa Cup of Nations
Morocco,DF,Jawad El Yamiq,,,34,31,3,Zaragoza,2025 Africa Cup of Nations,Morocco,DF,Jawad El Yamiq,Jawad El Yamiq,,,29 February 1992 (age 34),34,31,3,Zaragoza,2025 Africa Cup of Nations
Morocco,DF,Adam Masina,,,32,29,0,Unattached,2025 Africa Cup of Nations,Morocco,DF,Adam Masina,Adam Masina,,,2 January 1994 (age 32),32,29,0,Unattached,2025 Africa Cup of Nations
Morocco,DF,Mohamed Chibi,,,33,10,1,Pyramids,2025 Africa Cup of Nations,Morocco,DF,Mohamed Chibi,Mohamed Chibi,,,21 January 1993 (age 33),33,10,1,Pyramids,2025 Africa Cup of Nations
Morocco,DF,Youssef Belammari,,,27,8,0,Al Ahly,2025 Africa Cup of Nations,Morocco,DF,Youssef Belammari,Youssef Belammari,,,20 September 1998 (age 27),27,8,0,Al Ahly,2025 Africa Cup of Nations
Morocco,DF,Soufiane Bouftini,,,31,13,3,Al Wasl,2025 FIFA Arab Cup,Morocco,DF,Soufiane Bouftini,Soufiane Bouftini,,,3 May 1994 (age 31),31,13,3,Al Wasl,2025 FIFA Arab Cup
Morocco,DF,Hamza El Moussaoui,,,33,12,1,RS Berkane,2025 FIFA Arab Cup,Morocco,DF,Hamza El Moussaoui,Hamza El Moussaoui,,,7 April 1993 (age 33),33,12,1,RS Berkane,2025 FIFA Arab Cup
Morocco,DF,Mohamed Boulacsoute,,,27,6,0,Raja Casablanca,2025 FIFA Arab Cup,Morocco,DF,Mohamed Boulacsoute,Mohamed Boulacsoute,,,23 September 1998 (age 27),27,6,0,Raja Casablanca,2025 FIFA Arab Cup
Morocco,DF,Marwane Saâdane,,,34,6,0,Al-Fateh,2025 FIFA Arab Cup,Morocco,DF,Marwane Saâdane,Marwane Saâdane,,,17 January 1992 (age 34),34,6,0,Al-Fateh,2025 FIFA Arab Cup
Morocco,DF,Anas Bach,,,28,5,0,AS FAR,2025 FIFA Arab Cup,Morocco,DF,Anas Bach,Anas Bach,,,10 February 1998 (age 28),28,5,0,AS FAR,2025 FIFA Arab Cup
Morocco,DF,Mahmoud Bentayg,,,26,4,0,Zamalek,2025 FIFA Arab Cup,Morocco,DF,Mahmoud Bentayg,Mahmoud Bentayg,,,30 October 1999 (age 26),26,4,0,Zamalek,2025 FIFA Arab Cup
Morocco,DF,Marouane Louadni,,,31,4,0,AS FAR,2025 FIFA Arab Cup,Morocco,DF,Marouane Louadni,Marouane Louadni,,,21 December 1994 (age 31),31,4,0,AS FAR,2025 FIFA Arab Cup
Morocco,DF,Mohamed Moufid,,,26,3,0,Wydad Casablanca,2025 FIFA Arab Cup,Morocco,DF,Mohamed Moufid,Mohamed Moufid,,,12 January 2000 (age 26),26,3,0,Wydad Casablanca,2025 FIFA Arab Cup
Morocco,DF,Omar El Hilali,,,22,1,0,Espanyol,"v.  Congo, 14 October 2025",Morocco,DF,Omar El Hilali,Omar El Hilali,,,12 September 2003 (age 22),22,1,0,Espanyol,"v.  Congo, 14 October 2025"
Morocco,DF,Abdel Abqar,,,27,3,0,Getafe,"v.  Bahrain, 9 October 2025",Morocco,DF,Abdel Abqar,Abdel Abqar,,,10 March 1999 (age 27),27,3,0,Getafe,"v.  Bahrain, 9 October 2025"
Morocco,DF,Achraf Dari,,,26,7,1,Kalmar,"v.  Niger, 5 September 2025",Morocco,DF,Achraf Dari,Achraf Dari,,,6 May 1999 (age 26),26,7,1,Kalmar,"v.  Niger, 5 September 2025"
Morocco,DF,Abdelhak Assal,,,27,0,0,RS Berkane,"v.  Benin, 9 June 2025",Morocco,DF,Abdelhak Assal,Abdelhak Assal,,,8 June 1998 (age 27),27,0,0,RS Berkane,"v.  Benin, 9 June 2025"
Morocco,MF,Sofyan Amrabat,,,29,73,0,Betis,2025 Africa Cup of Nations,Morocco,MF,Sofyan Amrabat,Sofyan Amrabat,,,21 August 1996 (age 29),29,73,0,Betis,2025 Africa Cup of Nations
Morocco,MF,Walid El Karti,,,31,25,3,Pyramids,2025 FIFA Arab Cup,Morocco,MF,Walid El Karti,Walid El Karti,,,23 July 1994 (age 31),31,25,3,Pyramids,2025 FIFA Arab Cup
Morocco,MF,Oussama Tannane,,,32,15,3,Umm-Salal,2025 FIFA Arab Cup,Morocco,MF,Oussama Tannane,Oussama Tannane,,,23 March 1994 (age 32),32,15,3,Umm-Salal,2025 FIFA Arab Cup
Morocco,MF,Sabir Bougrine,,,29,9,2,Raja Casablanca,2025 FIFA Arab Cup,Morocco,MF,Sabir Bougrine,Sabir Bougrine,,,10 July 1996 (age 29),29,9,2,Raja Casablanca,2025 FIFA Arab Cup
Morocco,MF,Amin Zahzouh,,,25,7,0,Al-Wakrah,2025 FIFA Arab Cup,Morocco,MF,Amin Zahzouh,Amin Zahzouh,,,11 August 2000 (age 25),25,7,0,Al-Wakrah,2025 FIFA Arab Cup
Morocco,MF,Aschraf El Mahdioui,,,29,6,1,Al-Taawoun,2025 FIFA Arab Cup,Morocco,MF,Aschraf El Mahdioui,Aschraf El Mahdioui,,,24 May 1996 (age 29),29,6,1,Al-Taawoun,2025 FIFA Arab Cup
Morocco,MF,Oussama El Azzouzi,,,24,6,0,Auxerre,"v.  Niger, 5 September 2025",Morocco,MF,Oussama El Azzouzi,Oussama El Azzouzi,,,29 May 2001 (age 24),24,6,0,Auxerre,"v.  Niger, 5 September 2025"
Morocco,MF,Amir Richardson,,,24,8,0,Copenhagen,"v.  Benin, 9 June 2025",Morocco,MF,Amir Richardson,Amir Richardson,,,24 January 2002 (age 24),24,8,0,Copenhagen,"v.  Benin, 9 June 2025"
Morocco,FW,Youssef En-Nesyri,,,28,92,25,Al-Ittihad,2025 Africa Cup of Nations,Morocco,FW,Youssef En-Nesyri,Youssef En-Nesyri,,,1 June 1997 (age 28),28,92,25,Al-Ittihad,2025 Africa Cup of Nations
Morocco,FW,Eliesse Ben Seghir,,,21,20,3,Bayer Leverkusen,2025 Africa Cup of Nations,Morocco,FW,Eliesse Ben Seghir,Eliesse Ben Seghir,,,16 February 2005 (age 21),21,20,3,Bayer Leverkusen,2025 Africa Cup of Nations
Morocco,FW,Ilias Akhomach,,,22,13,0,Rayo Vallecano,2025 Africa Cup of Nations,Morocco,FW,Ilias Akhomach,Ilias Akhomach,,,16 April 2004 (age 22),22,13,0,Rayo Vallecano,2025 Africa Cup of Nations
Morocco,FW,Hamza Igamane,,,23,10,2,Lille,2025 Africa Cup of Nations,Morocco,FW,Hamza Igamane,Hamza Igamane,,,2 November 2002 (age 23),23,10,2,Lille,2025 Africa Cup of Nations
Morocco,FW,Abderrazak Hamdallah,,RET,35,29,10,Al-Shabab,2025 FIFA Arab Cup,Morocco,FW,Abderrazak Hamdallah RET,Abderrazak Hamdallah,,RET,17 December 1990 (age 35),35,29,10,Al-Shabab,2025 FIFA Arab Cup
Morocco,FW,Tarik Tissoudali,,,33,15,3,Khor Fakkan,2025 FIFA Arab Cup,Morocco,FW,Tarik Tissoudali,Tarik Tissoudali,,,2 April 1993 (age 33),33,15,3,Khor Fakkan,2025 FIFA Arab Cup
Morocco,FW,Walid Azaro,,,30,10,1,Ajman,2025 FIFA Arab Cup,Morocco,FW,Walid Azaro,Walid Azaro,,,11 June 1995 (age 30),30,10,1,Ajman,2025 FIFA Arab Cup
Morocco,FW,Karim El Berkaoui,,,31,6,3,Al Dhafra,2025 FIFA Arab Cup,Morocco,FW,Karim El Berkaoui,Karim El Berkaoui,,,29 March 1995 (age 31),31,6,3,Al Dhafra,2025 FIFA Arab Cup
Morocco,FW,Mounir Chouiar,,,27,2,0,RS Berkane,2025 FIFA Arab Cup,Morocco,FW,Mounir Chouiar,Mounir Chouiar,,,23 January 1999 (age 27),27,2,0,RS Berkane,2025 FIFA Arab Cup
Morocco,FW,Hamza Hannouri,,,28,0,0,Wydad Casablanca,2025 FIFA Arab Cup,Morocco,FW,Hamza Hannouri,Hamza Hannouri,,,22 January 1998 (age 28),28,0,0,Wydad Casablanca,2025 FIFA Arab Cup
Morocco,FW,Achraf Bencharki,,,31,10,0,Al Ahly,2025 FIFA Arab Cup INJ,Morocco,FW,Achraf Bencharki,Achraf Bencharki,,,24 September 1994 (age 31),31,10,0,Al Ahly,2025 FIFA Arab Cup INJ
Morocco,FW,Youssef Mehri,,,26,0,0,RS Berkane,2025 FIFA Arab Cup WD,Morocco,FW,Youssef Mehri,Youssef Mehri,,,7 September 1999 (age 26),26,0,0,RS Berkane,2025 FIFA Arab Cup WD
Morocco,FW,Sofiane Diop,,,25,1,0,Nice,"v.  Uganda, 18 November 2025",Morocco,FW,Sofiane Diop,Sofiane Diop,,,9 June 2000 (age 25),25,1,0,Nice,"v.  Uganda, 18 November 2025"
Morocco,FW,Maroan Sannadi,,,25,3,0,Athletic Bilbao,"v.  Zambia, 8 September 2025",Morocco,FW,Maroan Sannadi,Maroan Sannadi,,,1 February 2001 (age 25),25,3,0,Athletic Bilbao,"v.  Zambia, 8 September 2025"
Morocco,FW,Osame Sahraoui,,,24,2,0,Lille,"v.  Benin, 9 June 2025",Morocco,FW,Osame Sahraoui,Osame Sahraoui,,,11 June 2001 (age 24),24,2,0,Lille,"v.  Benin, 9 June 2025"
Haiti,GK,Tony Algarin,,,19,0,0,Reims,"v.  Honduras, 13 October 2025",Haiti,GK,Tony Algarin,Tony Algarin,,,20 January 2007 (age 19),19,0,0,Reims,"v.  Honduras, 13 October 2025"
Haiti,GK,Garissone Innocent,,,26,2,0,Atlético Ottawa,"v.  Costa Rica, 9 September 2025",Haiti,GK,Garissone Innocent,Garissone Innocent,,,16 April 2000 (age 26),26,2,0,Atlético Ottawa,"v.  Costa Rica, 9 September 2025"
Haiti,GK,Grant Leveille,,,17,0,0,D.C. United,"v.  Costa Rica, 9 September 2025",Haiti,GK,Grant Leveille,Grant Leveille,,,3 July 2008 (age 17),17,0,0,D.C. United,"v.  Costa Rica, 9 September 2025"
Haiti,DF,Stéphane Lambese,,,31,24,1,Fleury,"v.  Nicaragua, 18 November 2025",Haiti,DF,Stéphane Lambese,Stéphane Lambese,,,10 April 1995 (age 31),31,24,1,Fleury,"v.  Nicaragua, 18 November 2025"
Haiti,DF,Garven Metusala,,,26,15,0,Colorado Springs Switchbacks,"v.  Nicaragua, 18 November 2025",Haiti,DF,Garven Metusala,Garven Metusala,,,31 December 1999 (age 26),26,15,0,Colorado Springs Switchbacks,"v.  Nicaragua, 18 November 2025"
Haiti,DF,Keeto Thermoncy,,,20,1,0,Young Boys,"v.  Nicaragua, 18 November 2025",Haiti,DF,Keeto Thermoncy,Keeto Thermoncy,,,29 March 2006 (age 20),20,1,0,Young Boys,"v.  Nicaragua, 18 November 2025"
Haiti,DF,Francois Dulysse,,,27,13,0,Hapoel Hadera,2025 CONCACAF Gold Cup,Haiti,DF,Francois Dulysse,Francois Dulysse,,,13 April 1999 (age 27),27,13,0,Hapoel Hadera,2025 CONCACAF Gold Cup
Haiti,MF,Christopher Attys,,,25,15,3,Triestina,"v.  Nicaragua, 18 November 2025",Haiti,MF,Christopher Attys,Christopher Attys,,,13 March 2001 (age 25),25,15,3,Triestina,"v.  Nicaragua, 18 November 2025"
Haiti,MF,Téo James Michel,,,21,3,0,Ibiza Islas Pitiusas,"v.  Costa Rica, 9 September 2025",Haiti,MF,Téo James Michel,Téo James Michel,,,3 May 2004 (age 21),21,3,0,Ibiza Islas Pitiusas,"v.  Costa Rica, 9 September 2025"
Haiti,MF,Jerry Desdunes,,,25,0,0,AV Alta,"v.  Costa Rica, 9 September 2025",Haiti,MF,Jerry Desdunes,Jerry Desdunes,,,13 April 2001 (age 25),25,0,0,AV Alta,"v.  Costa Rica, 9 September 2025"
Haiti,MF,Belmar Joseph,,,20,6,0,Monterey Bay,2025 CONCACAF Gold Cup,Haiti,MF,Belmar Joseph,Belmar Joseph,,,13 October 2005 (age 20),20,6,0,Monterey Bay,2025 CONCACAF Gold Cup
Haiti,MF,Daniel Saint-Fleur,,,26,0,0,Mount Pleasant,2025 CONCACAF Gold Cup,Haiti,MF,Daniel Saint-Fleur,Daniel Saint-Fleur,,,13 October 1999 (age 26),26,0,0,Mount Pleasant,2025 CONCACAF Gold Cup
Haiti,FW,Fafà Picault,,,35,16,1,Atlanta United,"v.  Honduras, 13 October 2025",Haiti,FW,Fafà Picault,Fafà Picault,,,23 February 1991 (age 35),35,16,1,Atlanta United,"v.  Honduras, 13 October 2025"
Haiti,FW,Mikaël Cantave,,,29,21,4,Makedonikos,2025 CONCACAF Gold Cup,Haiti,FW,Mikaël Cantave,Mikaël Cantave,,,25 October 1996 (age 29),29,21,4,Makedonikos,2025 CONCACAF Gold Cup
Haiti,FW,Mondy Prunier,,,26,18,7,Francs Borains,2025 CONCACAF Gold Cup,Haiti,FW,Mondy Prunier,Mondy Prunier,,,22 December 1999 (age 26),26,18,7,Francs Borains,2025 CONCACAF Gold Cup
Haiti,FW,Dany Jean,,,23,18,1,Torreense,2025 CONCACAF Gold Cup,Haiti,FW,Dany Jean,Dany Jean,,,28 November 2002 (age 23),23,18,1,Torreense,2025 CONCACAF Gold Cup
Scotland,GK,Craig Gordon,,,43,83,0,Heart of Midlothian,"v.  Denmark, 18 November 2025",Scotland,GK,Craig Gordon,Craig Gordon,,,31 December 1982 (age 43),43,83,0,Heart of Midlothian,"v.  Denmark, 18 November 2025"
Scotland,GK,Zander Clark,,,33,4,0,Doncaster Rovers,"v.  Belarus, 8 September 2025",Scotland,GK,Zander Clark,Zander Clark,,,26 June 1992 (age 33),33,4,0,Doncaster Rovers,"v.  Belarus, 8 September 2025"
Scotland,GK,Ross Doohan,,,28,1,0,Celtic,"v.  Liechtenstein, 9 June 2025",Scotland,GK,Ross Doohan,Ross Doohan,,,29 March 1998 (age 28),28,1,0,Celtic,"v.  Liechtenstein, 9 June 2025"
Scotland,GK,Cieran Slicker,,,23,1,0,Barnet,"v.  Liechtenstein, 9 June 2025",Scotland,GK,Cieran Slicker,Cieran Slicker,,,15 September 2002 (age 23),23,1,0,Barnet,"v.  Liechtenstein, 9 June 2025"
Scotland,GK,Callan McKenna,,,19,0,0,Bournemouth,"v.  Liechtenstein, 9 June 2025",Scotland,GK,Callan McKenna,Callan McKenna,,,22 December 2006 (age 19),19,0,0,Bournemouth,"v.  Liechtenstein, 9 June 2025"
Scotland,GK,Robby McCrorie,,INJ,28,0,0,Esbjerg,"v.  Iceland, 6 June 2025",Scotland,GK,Robby McCrorieINJ,Robby McCrorie,,INJ,18 March 1998 (age 28),28,0,0,Esbjerg,"v.  Iceland, 6 June 2025"
Scotland,DF,Aaron Hickey,,,23,19,0,Brentford,"v.  Denmark, 18 November 2025",Scotland,DF,Aaron Hickey,Aaron Hickey,,,10 June 2002 (age 23),23,19,0,Brentford,"v.  Denmark, 18 November 2025"
Scotland,DF,Josh Doig,,,23,1,0,Sassuolo,"v.  Denmark, 18 November 2025",Scotland,DF,Josh Doig,Josh Doig,,,18 May 2002 (age 23),23,1,0,Sassuolo,"v.  Denmark, 18 November 2025"
Scotland,DF,Max Johnston,,,22,4,0,Derby County,"v.  Belarus, 12 October 2025",Scotland,DF,Max Johnston,Max Johnston,,,26 December 2003 (age 22),22,4,0,Derby County,"v.  Belarus, 12 October 2025"
Scotland,MF,Connor Barron,,,23,1,0,Rangers,"v.  Denmark, 18 November 2025",Scotland,MF,Connor Barron,Connor Barron,,,29 August 2002 (age 23),23,1,0,Rangers,"v.  Denmark, 18 November 2025"
Scotland,MF,Ben Gannon-Doak,,,20,12,1,Bournemouth,"v.  Denmark, 18 November 2025",Scotland,MF,Ben Gannon-Doak,Ben Gannon-Doak,,,11 November 2005 (age 20),20,12,1,Bournemouth,"v.  Denmark, 18 November 2025"
Scotland,MF,Josh Mulligan,,,23,0,0,Hibernian,"v.  Belarus, 12 October 2025",Scotland,MF,Josh Mulligan,Josh Mulligan,,,12 November 2002 (age 23),23,0,0,Hibernian,"v.  Belarus, 12 October 2025"
Scotland,FW,Lawrence Shankland,,,30,18,4,Heart of Midlothian,"v.  Denmark, 18 November 2025",Scotland,FW,Lawrence Shankland,Lawrence Shankland,,,10 August 1995 (age 30),30,18,4,Heart of Midlothian,"v.  Denmark, 18 November 2025"
Scotland,FW,Kieron Bowie,,,23,2,0,Hellas Verona,"v.  Belarus, 12 October 2025",Scotland,FW,Kieron Bowie,Kieron Bowie,,,21 September 2002 (age 23),23,2,0,Hellas Verona,"v.  Belarus, 12 October 2025"
Scotland,FW,James Wilson,,,19,1,0,Tottenham Hotspur,"v.  Liechtenstein, 9 June 2025",Scotland,FW,James Wilson,James Wilson,,,6 March 2007 (age 19),19,1,0,Tottenham Hotspur,"v.  Liechtenstein, 9 June 2025"
United States,GK,Roman Celentano,,,25,0,0,FC Cincinnati,"v.  Belgium; March 28, 2026WD",United States,GK,Roman Celentano,Roman Celentano,,,"September 14, 2000 (age 25)",25,0,0,FC Cincinnati,"v.  Belgium; March 28, 2026WD"
United States,GK,Jonathan Klinsmann,,,29,0,0,Cesena,"v.  Uruguay; November 18, 2025",United States,GK,Jonathan Klinsmann,Jonathan Klinsmann,,,"April 8, 1997 (age 29)",29,0,0,Cesena,"v.  Uruguay; November 18, 2025"
United States,GK,Diego Kochen,,,20,0,0,Barcelona Atlètic,2025 CONCACAF Gold Cup PRE,United States,GK,Diego Kochen,Diego Kochen,,,"March 19, 2006 (age 20)",20,0,0,Barcelona Atlètic,2025 CONCACAF Gold Cup PRE
United States,GK,Zack Steffen,,,31,30,0,Colorado Rapids,"v.  Turkey; June 7, 2025 PRE",United States,GK,Zack Steffen,Zack Steffen,,,"April 2, 1995 (age 31)",31,30,0,Colorado Rapids,"v.  Turkey; June 7, 2025 PRE"
United States,DF,Sergiño Dest,,,25,37,2,PSV Eindhoven,"v.  Uruguay; November 18, 2025",United States,DF,Sergiño Dest,Sergiño Dest,,,"November 3, 2000 (age 25)",25,37,2,PSV Eindhoven,"v.  Uruguay; November 18, 2025"
United States,DF,John Tolkin,,,23,10,0,Holstein Kiel,"v.  Uruguay; November 18, 2025",United States,DF,John Tolkin,John Tolkin,,,"July 31, 2002 (age 23)",23,10,0,Holstein Kiel,"v.  Uruguay; November 18, 2025"
United States,DF,Cameron Carter-Vickers,,,28,19,0,Celtic,"v.  Australia; October 14, 2025",United States,DF,Cameron Carter-Vickers,Cameron Carter-Vickers,,,"December 31, 1997 (age 28)",28,19,0,Celtic,"v.  Australia; October 14, 2025"
United States,DF,Nathan Harriel,,,25,3,0,Philadelphia Union,"v.  Japan; September 9, 2025",United States,DF,Nathan Harriel,Nathan Harriel,,,"April 23, 2001 (age 25)",25,3,0,Philadelphia Union,"v.  Japan; September 9, 2025"
United States,DF,Tristan Blackmon,,,29,2,0,Vancouver Whitecaps,"v.  Japan; September 9, 2025",United States,DF,Tristan Blackmon,Tristan Blackmon,,,"August 12, 1996 (age 29)",29,2,0,Vancouver Whitecaps,"v.  Japan; September 9, 2025"
